domain,company_age,emp_bracket,seniority
www.unitedfinance.com/,0,3,10
www.twoharborsinvestment.com/,0,4,5
www.ulitzer.com/,0,3,10
www.ultraviolette.com/,0,4,3
www.twtdistributing.com/,0,2,2
www.utahfirst.com/,0,3,2
www.uea-inc.com/,0,3,10
www.utfcu.org/,0,3,2
www.ugcorp.com/,0,4,10
www.usbfs.com/,0,4,10
www.tybo.ca/,0,4,5
www.ulvac.co.jp/,0,4,5
www.twowaygj.com/,0,2,5
www.uniongospelmission.org/,0,4,10
www.unilever.co.uk/,0,4,2
www.2t.com/,0,3,10
www.unionparkbuickgmc.com/,0,2,2
www.ursanav.com/,0,2,5
www.unitedlegwear.com/,0,4,10
www.ulgcompanies.com/,0,3,10
www.uciconstructs.com/,0,3,10
www.teamuis.com/,0,3,10
www.umed.io/,0,2,5
www.unicornmoving.com/,0,2,10
www.unifyed.com/,0,3,10
www.ultimatetoys.com/,0,2,10
www.uftringnissan.net/,0,2,10
www.unitedengtech.com/,0,2,5
www.unifiedagsolutions.com/,0,2,3
www.uros.com/,0,3,5
www.twitchellcorp.com/,0,4,5
www.unidev.com/,0,2,5
ula.app/,0,3,10
www.ucsusa.org/,0,4,10
www.ufcmn.com/,0,4,2
www.ugn.com/,0,4,5
www.tydingslaw.com/,0,4,5
www.unifeeder.com/,0,4,10
www.twma.co.uk/,0,4,5
www.uintahgroup.com/,0,3,5
www.uniongeneralhealthsystem.com/,0,3,10
www.us-aluminum.com/,0,2,2
www.upsecurities.com/,0,2,10
www.urlpharma.com/,0,4,5
www.usacs.com/,0,4,5
www.ucsspirit.com/,0,3,2
www.utechcorp.com/,0,3,5
www.uniteddigestive.com/,0,4,2
www.unitedhhc.com/,0,3,3
www.ultrasourceusa.com/,0,3,10
www.creditmate.in/,0,3,2
www.utair.ru/,0,4,10
www.usbair.com/,0,4,5
www.uniformsbybayou.com/,0,2,10
www.unicreditgroup.eu/,0,4,2
www.uscwealth.com/,0,3,10
www.unionpaving.com/,0,3,5
www.uitprod.com/,0,2,10
www.unitedlabsinc.com/,0,4,5
www.uniteddisciples.org/,0,2,5
www.ucphuntsville.org/,0,2,5
www.uscapcorp.com/,0,2,10
www.udelhoven.com/,0,4,5
www.ucihealth.org/,0,4,2
www.rogueenergyservices.com/,0,3,10
www.tydenbrooks.com/,0,4,5
www.udhgroup.com/,0,4,5
www.unifi.com/,0,4,10
www.urnerbarry.com/,0,3,5
www.usacrylic.com/,0,3,3
www.udac.org/,0,3,10
tft.ucla.edu/,0,4,3
www.usal.com/,0,4,5
www.unitedgroup.com/,0,3,2
www.ucommune.com/,0,4,10
www.udfinc.com/,0,4,10
www.ufifilters.com/,0,4,10
www.unitedenvelope.com/,0,4,5
www.tworiverslawgroup.com/,0,2,5
www.uospc.com/,0,3,5
www.udiga.com/,0,4,10
www.ugur.com/,0,4,2
www.unitedheritage.com/,0,3,10
umaritime.com/,0,2,3
www.utahscientific.com/,0,3,2
www.txidigital.com/,0,3,5
www.ulmaconstruction.ca/,0,4,10
www.unitedhomeins.com/,0,2,10
www.uchimurarobotics.com/,0,2,10
www.unitedlogistics.net/,0,2,5
www.ueci.com/,0,4,2
www.uscargosystems.com/,0,3,5
www.unifiedpowerusa.com/,0,4,2
www.unitedfidelity.com/,0,3,10
www.ufsnm.com/,0,2,5
www.ucsfhealth.org/,0,4,5
www.zajacllc.com/,0,3,10
www.utahffa.org/,0,4,5
www.union-park.com/,0,2,10
www.unitedfiberglass.com/,0,2,2
www.usystems.co.uk/,0,3,10
www.zalaris.com/,0,4,2
www.usbsi.com/,0,3,2
www.ultrasteak.com/,0,4,2
www.unitedhomelife.com/,0,4,10
www.unionsquare.org/,0,3,3
www.ultraflexx.com/,0,3,3
www.unifund.com/,0,3,2
www.ultimateautoplex.com/,0,4,10
www.utecit.com/,0,2,10
www.twistedpixelgames.com/,0,2,5
www.unitedfilters.com/,0,2,5
www.us-architectural.com/,0,2,10
www.ucscompanies.com/,0,3,10
www.unitedhomesgroup.com/,0,3,10
www.ultra-prologic.com/,0,2,2
www.txrservices.com/,0,2,10
www.tyco.com/,0,4,10
www.ufcw21.org/,0,4,5
www.zakeke.com/,0,3,5
www.ursusinc.com/,0,3,10
www.udecott.com/,0,4,5
www.union-power.com/,0,4,10
www.unilabs.com/,0,4,10
www.urvenue.com/,0,2,3
www.ultimusfundsolutions.com/,0,4,5
www.udatechnologies.com/,0,3,10
www.uel.sg/,0,3,10
www.budgetsaudi.com/,0,4,5
www.ukrainiancu.com/,0,3,5
www.ugrocapital.com/,0,4,2
www.unified.org/,0,4,5
www.ukropshomestylefoods.com/,0,3,2
www.usuiusa.com/,0,4,2
www.airstreamofchicago.com/,0,2,5
www.borax.com/,0,2,5
www.urogen.com/,0,4,10
www.ugaoo.com/,0,4,5
www.ultihash.io/,0,2,2
www.uilicious.com/,0,2,3
www.ultra-os.com/,0,3,10
umpa.energy/,0,2,2
www.unipharclinical.com/,0,2,2
www.ulrichmedicalusa.com/,0,4,5
www.ueinternational.org/,0,4,10
www.usalliancepaper.com/,0,4,2
www.uspta.com/,0,3,10
www.utfreight.com/,0,3,10
www.zaloumiscontracting.com/,0,3,5
www.usbancorpassetmanagement.com/,0,4,5
www.zama.ai/,0,3,3
www.uniphos-she.com/,0,4,5
www.uniteddrugsupply.com/,0,2,2
www.uemsunrise.com/,0,4,2
www.tworiversmarketing.com/,0,3,2
www.utaxsoftware.com/,0,4,10
www.ucor.com/,0,4,10
www.unitedlawnscape.com/,0,3,2
www.twistedx.com/,0,2,2
www.uniformadvantage.com/,0,4,2
www.usboiler.net/,0,3,5
www.twoscompany.com/,0,3,10
www.united-dynamics.com/,0,2,10
www.creditservices.com/,0,2,5
www.theultimatellc.com/,0,2,5
www.usarugby.org/,0,3,10
www.tworoadsco.com/,0,2,3
www.umsonline.net/,0,2,5
www.utahbehaviorservices.com/,0,4,5
www.udtonline.com/,0,4,2
www.udvc.org/,0,2,10
www.twsfs.com/,0,3,10
www.ucpm.com/,0,3,5
www.utahlawn.com/,0,3,5
www.ucpheartland.org/,0,4,3
www.twodegrees.com/,0,4,2
www.ufa.com/,0,4,5
www.ukko.ag/,0,2,2
www.tyusa.net/,0,3,2
www.unikey.com/,0,2,10
www.usarenovations.com/,0,3,10
www.ultimaker.com/,0,4,2
www.ulrichford.com/,0,2,10
www.uvcyber.com/,0,4,10
www.uromems.com/,0,4,2
www.unitedfiberoptics.com/,0,2,5
www.usbottlers.com/,0,3,3
www.unionmutual.com/,0,3,5
www.ultradist.com/,0,2,5
www.usiavionics.com/,0,2,3
www.uhc.com/,0,4,5
www.usairwaysmag.com/,0,4,10
www.uthealthresearch.com/,0,2,10
www.unionpayintl.com/,0,4,2
www.unitedinsurance.net/,0,3,2
www.ulalaunch.com/,0,4,10
www.unilin.com/,0,4,5
www.ucu.org.uk/,0,3,2
www.zalora.com/,0,4,2
www.uci.com.au/,0,3,5
www.uniontractor.com/,0,3,10
www.unicredit.ro/,0,4,5
www.bunge.com/,0,4,10
www.caci.com/,0,4,5
phillips66.com/,0,4,2
